‎Genesis 
1:1	ἐν ἀρχῇ ἐποίησεν ὁ θεὸς τὸν οὐρανὸν καὶ τὴν γῆν 
9:4	καὶ μόσχον καὶ κριὸν εἰς θυσίαν σωτηρίου ἔναντι κυρίου καὶ σεμίδαλιν πεφυραμένην ἐν ἐλαίῳ ὅτι σήμερον κύριος ὀφθήσεται ἐν ὑμῖν 
9:5	καὶ ἔλαβον καθὸ ἐνετείλατο Μωυσῆς ἀπέναντι τῆς σκηνῆς τοῦ μαρτυρίου καὶ προσῆλθεν πᾶσα συναγωγὴ καὶ ἔστησαν ἔναντι κυρίου 
9:6	καὶ εἶπεν Μωυσῆς τοῦτο τὸ ῥῆμα ὃ εἶπεν κύριος ποιήσατε καὶ ὀφθήσεται ἐν ὑμῖν δόξα κυρίου 
9:7	καὶ εἶπεν Μωυσῆς τῷ Ααρων πρόσελθε πρὸς τὸ θυσιαστήριον καὶ ποίησον τὸ περὶ τῆς ἁμαρτίας σου καὶ τὸ ὁλοκαύτωμά σου καὶ ἐξίλασαι περὶ σεαυτοῦ καὶ τοῦ οἴκου σου καὶ ποίησον τὰ δῶρα τοῦ λαοῦ καὶ ἐξίλασαι περὶ αὐτῶν καθάπερ ἐνετείλατο κύριος τῷ Μωυσῇ 
9:8	καὶ προσῆλθεν Ααρων πρὸς τὸ θυσιαστήριον καὶ ἔσφαξεν τὸ μοσχάριον τὸ περὶ τῆς ἁμαρτίας 
9:9	καὶ προσήνεγκαν οἱ υἱοὶ Ααρων τὸ αἷμα πρὸς αὐτόν καὶ ἔβαψεν τὸν δάκτυλον εἰς τὸ αἷμα καὶ ἐπέθηκεν ἐπὶ τὰ κέρατα τοῦ θυσιαστηρίου καὶ τὸ αἷμα ἐξέχεεν ἐπὶ τὴν βάσιν τοῦ θυσιαστηρίου 
9:10	καὶ τὸ στέαρ καὶ τοὺς νεφροὺς καὶ τὸν λοβὸν τοῦ ἥπατος τοῦ περὶ τῆς ἁμαρτίας ἀνήνεγκεν ἐπὶ τὸ θυσιαστήριον ὃν τρόπον ἐνετείλατο κύριος τῷ Μωυσῇ 
9:11	καὶ τὰ κρέα καὶ τὴν βύρσαν κατέκαυσεν αὐτὰ πυρὶ ἔξω τῆς παρεμβολῆς 
9:12	καὶ ἔσφαξεν τὸ ὁλοκαύτωμα καὶ προσήνεγκαν οἱ υἱοὶ Ααρων τὸ αἷμα πρὸς αὐτόν καὶ προσέχεεν ἐπὶ τὸ θυσιαστήριον κύκλῳ 
9:13	καὶ τὸ ὁλοκαύτωμα προσήνεγκαν αὐτῷ κατὰ μέλη αὐτὰ καὶ τὴν κεφαλήν καὶ ἐπέθηκεν ἐπὶ τὸ θυσιαστήριον 
9:14	καὶ ἔπλυνεν τὴν κοιλίαν καὶ τοὺς πόδας ὕδατι καὶ ἐπέθηκεν ἐπὶ τὸ ὁλοκαύτωμα ἐπὶ τὸ θυσιαστήριον 
9:15	καὶ προσήνεγκαν τὸ δῶρον τοῦ λαοῦ καὶ ἔλαβεν τὸν χίμαρον τὸν περὶ τῆς ἁμαρτίας τοῦ λαοῦ καὶ ἔσφαξεν αὐτὸ καθὰ καὶ τὸ πρῶτον 
9:16	καὶ προσήνεγκεν τὸ ὁλοκαύτωμα καὶ ἐποίησεν αὐτό ὡς καθήκει 
9:17	καὶ προσήνεγκεν τὴν θυσίαν καὶ ἔπλησεν τὰς χεῖρας ἀπ᾽ αὐτῆς καὶ ἐπέθηκεν ἐπὶ τὸ θυσιαστήριον χωρὶς τοῦ ὁλοκαυτώματος τοῦ πρωινοῦ 
9:18	καὶ ἔσφαξεν τὸν μόσχον καὶ τὸν κριὸν τῆς θυσίας τοῦ σωτηρίου τῆς τοῦ λαοῦ καὶ προσήνεγκαν οἱ υἱοὶ Ααρων τὸ αἷμα πρὸς αὐτόν καὶ προσέχεεν πρὸς τὸ θυσιαστήριον κύκλῳ 
9:19	καὶ τὸ στέαρ τὸ ἀπὸ τοῦ μόσχου καὶ τοῦ κριοῦ τὴν ὀσφὴν καὶ τὸ στέαρ τὸ κατακαλύπτον ἐπὶ τῆς κοιλίας καὶ τοὺς δύο νεφροὺς καὶ τὸ στέαρ τὸ ἐπ᾽ αὐτῶν καὶ τὸν λοβὸν τὸν ἐπὶ τοῦ ἥπατος 
9:20	καὶ ἐπέθηκεν τὰ στέατα ἐπὶ τὰ στηθύνια καὶ ἀνήνεγκαν τὰ στέατα ἐπὶ τὸ θυσιαστήριον 
9:21	καὶ τὸ στηθύνιον καὶ τὸν βραχίονα τὸν δεξιὸν ἀφεῖλεν Ααρων ἀφαίρεμα ἔναντι κυρίου ὃν τρόπον συνέταξεν κύριος τῷ Μωυσῇ 
9:22	καὶ ἐξάρας Ααρων τὰς χεῖρας ἐπὶ τὸν λαὸν εὐλόγησεν αὐτούς καὶ κατέβη ποιήσας τὸ περὶ τῆς ἁμαρτίας καὶ τὰ ὁλοκαυτώματα καὶ τὰ τοῦ σωτηρίου 
9:23	καὶ εἰσῆλθεν Μωυσῆς καὶ Ααρων εἰς τὴν σκηνὴν τοῦ μαρτυρίου καὶ ἐξελθόντες εὐλόγησαν πάντα τὸν λαόν καὶ ὤφθη ἡ δόξα κυρίου παντὶ τῷ λαῷ 
9:24	καὶ ἐξῆλθεν πῦρ παρὰ κυρίου καὶ κατέφαγεν τὰ ἐπὶ τοῦ θυσιαστηρίου τά τε ὁλοκαυτώματα καὶ τὰ στέατα καὶ εἶδεν πᾶς ὁ λαὸς καὶ ἐξέστη καὶ ἔπεσαν ἐπὶ πρόσωπον 
10:1	καὶ λαβόντες οἱ δύο υἱοὶ Ααρων Ναδαβ καὶ Αβιουδ ἕκαστος τὸ πυρεῖον αὐτοῦ ἐπέθηκαν ἐπ᾽ αὐτὸ πῦρ καὶ ἐπέβαλον ἐπ᾽ αὐτὸ θυμίαμα καὶ προσήνεγκαν ἔναντι κυρίου πῦρ ἀλλότριον ὃ οὐ προσέταξεν κύριος αὐτοῖς 
10:2	καὶ ἐξῆλθεν πῦρ παρὰ κυρίου καὶ κατέφαγεν αὐτούς καὶ ἀπέθανον ἔναντι κυρίου 
10:3	καὶ εἶπεν Μωυσῆς πρὸς Ααρων τοῦτό ἐστιν ὃ εἶπεν κύριος λέγων ἐν τοῖς ἐγγίζουσίν μοι ἁγιασθήσομαι καὶ ἐν πάσῃ τῇ συναγωγῇ δοξασθήσομαι καὶ κατενύχθη Ααρων 
10:4	καὶ ἐκάλεσεν Μωυσῆς τὸν Μισαδαι καὶ τὸν Ελισαφαν υἱοὺς Οζιηλ υἱοὺς τοῦ ἀδελφοῦ τοῦ πατρὸς Ααρων καὶ εἶπεν αὐτοῖς προσέλθατε καὶ ἄρατε τοὺς ἀδελφοὺς ὑμῶν ἐκ προσώπου τῶν ἁγίων ἔξω τῆς παρεμβολῆς 
10:5	καὶ προσῆλθον καὶ ἦραν ἐν τοῖς χιτῶσιν αὐτῶν ἔξω τῆς παρεμβολῆς ὃν τρόπον εἶπεν Μωυσῆς 
10:6	καὶ εἶπεν Μωυσῆς πρὸς Ααρων καὶ Ελεαζαρ καὶ Ιθαμαρ τοὺς υἱοὺς αὐτοῦ τοὺς καταλελειμμένους τὴν κεφαλὴν ὑμῶν οὐκ ἀποκιδαρώσετε καὶ τὰ ἱμάτια ὑμῶν οὐ διαρρήξετε ἵνα μὴ ἀποθάνητε καὶ ἐπὶ πᾶσαν τὴν συναγωγὴν ἔσται θυμός οἱ ἀδελφοὶ ὑμῶν πᾶς ὁ οἶκος Ισραηλ κλαύσονται τὸν ἐμπυρισμόν ὃν ἐνεπυρίσθησαν ὑπὸ κυρίου 
10:7	καὶ ἀπὸ τῆς θύρας τῆς σκηνῆς τοῦ μαρτυρίου οὐκ ἐξελεύσεσθε ἵνα μὴ ἀποθάνητε τὸ γὰρ ἔλαιον τῆς χρίσεως τὸ παρὰ κυρίου ἐφ᾽ ὑμῖν καὶ ἐποίησαν κατὰ τὸ ῥῆμα Μωυσῆ 
10:8	καὶ ἐλάλησεν κύριος τῷ Ααρων λέγων 
10:9	οἶνον καὶ σικερα οὐ πίεσθε σὺ καὶ οἱ υἱοί σου μετὰ σοῦ ἡνίκα ἂν εἰσπορεύησθε εἰς τὴν σκηνὴν τοῦ μαρτυρίου ἢ προσπορευομένων ὑμῶν πρὸς τὸ θυσιαστήριον καὶ οὐ μὴ ἀποθάνητε νόμιμον αἰώνιον εἰς τὰς γενεὰς ὑμῶν 
10:10	διαστεῖλαι ἀνὰ μέσον τῶν ἁγίων καὶ τῶν βεβήλων καὶ ἀνὰ μέσον τῶν ἀκαθάρτων καὶ τῶν καθαρῶν 
10:11	καὶ συμβιβάσεις τοὺς υἱοὺς Ισραηλ πάντα τὰ νόμιμα ἃ ἐλάλησεν κύριος πρὸς αὐτοὺς διὰ χειρὸς Μωυσῆ 
10:12	καὶ εἶπεν Μωυσῆς πρὸς Ααρων καὶ πρὸς Ελεαζαρ καὶ Ιθαμαρ τοὺς υἱοὺς Ααρων τοὺς καταλειφθέντας λάβετε τὴν θυσίαν τὴν καταλειφθεῖσαν ἀπὸ τῶν καρπωμάτων κυρίου καὶ φάγεσθε ἄζυμα παρὰ τὸ θυσιαστήριον ἅγια ἁγίων ἐστίν 
10:13	καὶ φάγεσθε αὐτὴν ἐν τόπῳ ἁγίῳ νόμιμον γάρ σοί ἐστιν καὶ νόμιμον τοῖς υἱοῖς σου τοῦτο ἀπὸ τῶν καρπωμάτων κυρίου οὕτω γὰρ ἐντέταλταί μοι 
10:14	καὶ τὸ στηθύνιον τοῦ ἀφορίσματος καὶ τὸν βραχίονα τοῦ ἀφαιρέματος φάγεσθε ἐν τόπῳ ἁγίῳ σὺ καὶ οἱ υἱοί σου καὶ ὁ οἶκός σου μετὰ σοῦ νόμιμον γὰρ σοὶ καὶ νόμιμον τοῖς υἱοῖς σου ἐδόθη ἀπὸ τῶν θυσιῶν τοῦ σωτηρίου τῶν υἱῶν Ισραηλ 
10:15	τὸν βραχίονα τοῦ ἀφαιρέματος καὶ τὸ στηθύνιον τοῦ ἀφορίσματος ἐπὶ τῶν καρπωμάτων τῶν στεάτων προσοίσουσιν ἀφόρισμα ἀφορίσαι ἔναντι κυρίου καὶ ἔσται σοὶ καὶ τοῖς υἱοῖς σου καὶ ταῖς θυγατράσιν σου μετὰ σοῦ νόμιμον αἰώνιον ὃν τρόπον συνέταξεν κύριος τῷ Μωυσῇ 
10:16	καὶ τὸν χίμαρον τὸν περὶ τῆς ἁμαρτίας ζητῶν ἐξεζήτησεν Μωυσῆς καὶ ὅδε ἐνεπεπύριστο καὶ ἐθυμώθη Μωυσῆς ἐπὶ Ελεαζαρ καὶ Ιθαμαρ τοὺς υἱοὺς Ααρων τοὺς καταλελειμμένους λέγων 
10:17	διὰ τί οὐκ ἐφάγετε τὸ περὶ τῆς ἁμαρτίας ἐν τόπῳ ἁγίῳ ὅτι γὰρ ἅγια ἁγίων ἐστίν τοῦτο ἔδωκεν ὑμῖν φαγεῖν ἵνα ἀφέλητε τὴν ἁμαρτίαν τῆς συναγωγῆς καὶ ἐξιλάσησθε περὶ αὐτῶν ἔναντι κυρίου 
10:18	οὐ γὰρ εἰσήχθη τοῦ αἵματος αὐτοῦ εἰς τὸ ἅγιον κατὰ πρόσωπον ἔσω φάγεσθε αὐτὸ ἐν τόπῳ ἁγίῳ ὃν τρόπον μοι συνέταξεν κύριος 
10:19	καὶ ἐλάλησεν Ααρων πρὸς Μωυσῆν λέγων εἰ σήμερον προσαγειόχασιν τὰ περὶ τῆς ἁμαρτίας αὐτῶν καὶ τὰ ὁλοκαυτώματα αὐτῶν ἔναντι κυρίου καὶ συμβέβηκέν μοι ταῦτα καὶ φάγομαι τὰ περὶ τῆς ἁμαρτίας σήμερον μὴ ἀρεστὸν ἔσται κυρίῳ 
10:20	καὶ ἤκουσεν Μωυσῆς καὶ ἤρεσεν αὐτῷ 
11:1	καὶ ἐλάλησεν κύριος πρὸς Μωυσῆν καὶ Ααρων λέγων 
11:2	λαλήσατε τοῖς υἱοῖς Ισραηλ λέγοντες ταῦτα τὰ κτήνη ἃ φάγεσθε ἀπὸ πάντων τῶν κτηνῶν τῶν ἐπὶ τῆς γῆς 
11:3	πᾶν κτῆνος διχηλοῦν ὁπλὴν καὶ ὀνυχιστῆρας ὀνυχίζον δύο χηλῶν καὶ ἀνάγον μηρυκισμὸν ἐν τοῖς κτήνεσιν ταῦτα φάγεσθε 
11:4	πλὴν ἀπὸ τούτων οὐ φάγεσθε ἀπὸ τῶν ἀναγόντων μηρυκισμὸν καὶ ἀπὸ τῶν διχηλούντων τὰς ὁπλὰς καὶ ὀνυχιζόντων ὀνυχιστῆρας τὸν κάμηλον ὅτι ἀνάγει μηρυκισμὸν τοῦτο ὁπλὴν δὲ οὐ διχηλεῖ ἀκάθαρτον τοῦτο ὑμῖν 
11:5	καὶ τὸν δασύποδα ὅτι ἀνάγει μηρυκισμὸν τοῦτο καὶ ὁπλὴν οὐ διχηλεῖ ἀκάθαρτον τοῦτο ὑμῖν 
11:6	καὶ τὸν χοιρογρύλλιον ὅτι ἀνάγει μηρυκισμὸν τοῦτο καὶ ὁπλὴν οὐ διχηλεῖ ἀκάθαρτον τοῦτο ὑμῖν 
11:7	καὶ τὸν ὗν ὅτι διχηλεῖ ὁπλὴν τοῦτο καὶ ὀνυχίζει ὄνυχας ὁπλῆς καὶ τοῦτο οὐκ ἀνάγει μηρυκισμόν ἀκάθαρτον τοῦτο ὑμῖν 
11:8	ἀπὸ τῶν κρεῶν αὐτῶν οὐ φάγεσθε καὶ τῶν θνησιμαίων αὐτῶν οὐχ ἅψεσθε ἀκάθαρτα ταῦτα ὑμῖν 
11:9	καὶ ταῦτα ἃ φάγεσθε ἀπὸ πάντων τῶν ἐν τοῖς ὕδασιν πάντα ὅσα ἐστὶν αὐτοῖς πτερύγια καὶ λεπίδες ἐν τοῖς ὕδασιν καὶ ἐν ταῖς θαλάσσαις καὶ ἐν τοῖς χειμάρροις ταῦτα φάγεσθε 
11:10	καὶ πάντα ὅσα οὐκ ἔστιν αὐτοῖς πτερύγια οὐδὲ λεπίδες ἐν τῷ ὕδατι ἢ ἐν ταῖς θαλάσσαις καὶ ἐν τοῖς χειμάρροις ἀπὸ πάντων ὧν ἐρεύγεται τὰ ὕδατα καὶ ἀπὸ πάσης ψυχῆς ζώσης τῆς ἐν τῷ ὕδατι βδέλυγμά ἐστιν 
11:11	καὶ βδελύγματα ἔσονται ὑμῖν ἀπὸ τῶν κρεῶν αὐτῶν οὐκ ἔδεσθε καὶ τὰ θνησιμαῖα αὐτῶν βδελύξεσθε 
11:12	καὶ πάντα ὅσα οὐκ ἔστιν αὐτοῖς πτερύγια καὶ λεπίδες τῶν ἐν τῷ ὕδατι βδέλυγμα τοῦτό ἐστιν ὑμῖν 
11:13	καὶ ταῦτα βδελύξεσθε ἀπὸ τῶν πετεινῶν καὶ οὐ βρωθήσεται βδέλυγμά ἐστιν τὸν ἀετὸν καὶ τὸν γρύπα καὶ τὸν ἁλιαίετον 
11:14	καὶ τὸν γύπα καὶ ἰκτῖνα καὶ τὰ ὅμοια αὐτῷ 
11:15	καὶ κόρακα καὶ τὰ ὅμοια αὐτῷ 
11:16	καὶ στρουθὸν καὶ γλαῦκα καὶ λάρον καὶ τὰ ὅμοια αὐτῷ καὶ ἱέρακα καὶ τὰ ὅμοια αὐτῷ 
11:17	καὶ νυκτικόρακα καὶ καταρράκτην καὶ ἶβιν 
11:18	καὶ πορφυρίωνα καὶ πελεκᾶνα καὶ κύκνον 
11:19	καὶ γλαῦκα καὶ ἐρωδιὸν καὶ χαραδριὸν καὶ τὰ ὅμοια αὐτῷ καὶ ἔποπα καὶ νυκτερίδα 
11:20	καὶ πάντα τὰ ἑρπετὰ τῶν πετεινῶν ἃ πορεύεται ἐπὶ τέσσαρα βδελύγματά ἐστιν ὑμῖν 
11:21	ἀλλὰ ταῦτα φάγεσθε ἀπὸ τῶν ἑρπετῶν τῶν πετεινῶν ἃ πορεύεται ἐπὶ τέσσαρα ἃ ἔχει σκέλη ἀνώτερον τῶν ποδῶν αὐτοῦ πηδᾶν ἐν αὐτοῖς ἐπὶ τῆς γῆς 
11:22	καὶ ταῦτα φάγεσθε ἀπ᾽ αὐτῶν τὸν βροῦχον καὶ τὰ ὅμοια αὐτῷ καὶ τὸν ἀττάκην καὶ τὰ ὅμοια αὐτῷ καὶ τὴν ἀκρίδα καὶ τὰ ὅμοια αὐτῇ καὶ τὸν ὀφιομάχην καὶ τὰ ὅμοια αὐτῷ 
11:23	πᾶν ἑρπετὸν ἀπὸ τῶν πετεινῶν οἷς ἐστιν τέσσαρες πόδες βδέλυγμά ἐστιν ὑμῖν 
11:24	καὶ ἐν τούτοις μιανθήσεσθε πᾶς ὁ ἁπτόμενος τῶν θνησιμαίων αὐτῶν ἀκάθαρτος ἔσται ἕως ἑσπέρας 
11:25	καὶ πᾶς ὁ αἴρων τῶν θνησιμαίων αὐτῶν πλυνεῖ τὰ ἱμάτια καὶ ἀκάθαρτος ἔσται ἕως ἑσπέρας 
11:26	ἐν πᾶσιν τοῖς κτήνεσιν ὅ ἐστιν διχηλοῦν ὁπλὴν καὶ ὀνυχιστῆρας ὀνυχίζει καὶ μηρυκισμὸν οὐ μαρυκᾶται ἀκάθαρτα ἔσονται ὑμῖν πᾶς ὁ ἁπτόμενος τῶν θνησιμαίων αὐτῶν ἀκάθαρτος ἔσται ἕως ἑσπέρας 
11:27	καὶ πᾶς ὃς πορεύεται ἐπὶ χειρῶν ἐν πᾶσι τοῖς θηρίοις ἃ πορεύεται ἐπὶ τέσσαρα ἀκάθαρτα ἔσται ὑμῖν πᾶς ὁ ἁπτόμενος τῶν θνησιμαίων αὐτῶν ἀκάθαρτος ἔσται ἕως ἑσπέρας 
